,state,account length,area code,phone number,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,churn,lat,long
2031,IA,130,510,408-8910,no,no,0,139.1,72,23.65,246.0,112,20.91,207.2,121,9.32,11.4,9,3.08,5,False,34.03530486623425,-84.60982358209084
2032,NJ,151,415,399-3840,no,no,0,118.9,128,20.21,278.3,65,23.66,194.8,61,8.77,13.2,10,3.56,2,False,34.03607036564487,-84.57447974838648
2033,NJ,162,408,367-8692,no,no,0,217.6,87,36.99,279.0,71,23.72,250.7,65,11.28,10.4,4,2.81,2,True,33.86838002679502,-84.7445737277479
2034,MT,60,415,387-4504,no,no,0,145.0,133,24.65,209.1,92,17.77,328.5,112,14.78,14.6,2,3.94,1,False,34.03110364219804,-84.62468413566445
2035,IA,81,510,328-2647,no,no,0,203.5,89,34.6,289.6,69,24.62,212.9,71,9.58,8.7,3,2.35,3,False,34.05073592147247,-84.60373954553229
2036,WA,132,415,369-7903,no,no,0,240.1,115,40.82,180.4,91,15.33,133.4,122,6.0,8.0,6,2.16,3,False,34.02689175077824,-84.56577847281662
2037,NE,86,408,399-6852,no,no,0,83.8,121,14.25,240.2,96,20.42,158.6,108,7.14,6.7,8,1.81,1,False,34.04086564594264,-84.59074328277448
2038,TX,136,408,335-4888,no,no,0,269.8,106,45.87,228.8,101,19.45,257.5,106,11.59,10.1,8,2.73,1,True,33.87195126732076,-84.74607859127876
2039,MS,121,415,344-2260,no,yes,21,126.3,84,21.47,209.6,102,17.82,192.5,129,8.66,10.6,2,2.86,1,False,34.023908274148944,-84.56255418956675
2040,IA,105,510,349-4070,no,yes,15,88.1,125,14.98,175.9,142,14.95,269.9,85,12.15,9.7,1,2.62,2,False,34.05232010590257,-84.55993173483341
2041,WI,105,415,394-6505,no,yes,34,218.5,61,37.15,196.7,74,16.72,151.1,103,6.8,9.9,4,2.67,2,False,34.036649763923144,-84.57803727400194
2042,MT,51,415,419-3612,no,yes,26,236.8,61,40.26,263.4,97,22.39,181.1,91,8.15,11.2,8,3.02,1,False,34.03422159006817,-84.60074318371899
2043,GA,64,408,356-1952,no,no,0,124.1,117,21.1,192.8,108,16.39,162.9,84,7.33,6.4,5,1.73,3,False,34.041303490630355,-84.57642745048321
2044,MT,80,510,416-7866,yes,yes,30,184.2,132,31.31,167.5,109,14.24,212.8,114,9.58,10.0,10,2.7,0,False,34.03257868165296,-84.56567524111573
2045,ND,56,415,398-1759,no,no,0,222.7,133,37.86,277.0,89,23.55,101.8,94,4.58,13.6,4,3.67,4,False,34.02784437629592,-84.5775538009996
2046,VT,120,415,338-9950,no,no,0,149.2,98,25.36,193.6,88,16.46,248.9,119,11.2,11.1,5,3.0,1,False,34.034321081174454,-84.58748740461145
2047,SD,103,510,412-7278,no,no,0,206.5,125,35.11,180.2,113,15.32,220.6,95,9.93,12.2,4,3.29,3,False,34.02450284625289,-84.54519516168595
2048,OH,164,510,347-1263,no,yes,27,159.7,102,27.15,168.8,113,14.35,244.1,127,10.98,9.6,9,2.59,3,False,34.04214638677557,-84.58989653394212
2049,OH,116,415,386-5684,no,yes,27,204.7,118,34.8,209.4,91,17.8,212.9,67,9.58,7.0,2,1.89,2,False,34.017720793235604,-84.60241537277048
2050,MT,121,408,334-4354,no,no,0,213.2,79,36.24,120.7,116,10.26,244.4,102,11.0,7.5,4,2.03,1,False,34.0573893007251,-84.58554145416318
2051,IL,55,415,398-5970,yes,no,0,269.6,121,45.83,171.7,91,14.59,219.0,98,9.86,8.2,6,2.21,1,False,34.04763626836236,-84.6294290351565
2052,NV,183,415,330-3429,no,no,0,116.7,92,19.84,213.8,112,18.17,214.3,112,9.64,9.7,6,2.62,2,False,34.01253412604185,-84.58881566088385
2053,UT,104,408,418-4637,no,no,0,263.4,101,44.78,235.5,117,20.02,102.0,146,4.59,13.0,4,3.51,0,False,34.02810666213564,-84.59401091499811
2054,NH,90,408,393-7322,no,no,0,140.2,97,23.83,213.9,102,18.18,120.0,126,5.4,7.1,2,1.92,1,False,34.03963006133166,-84.59128447066409
2055,LA,82,415,353-5557,no,no,0,197.7,101,33.61,127.6,83,10.85,142.1,103,6.39,13.5,3,3.65,1,False,34.06376678382805,-84.5785525786809
2056,VT,101,415,411-5334,no,no,0,136.2,92,23.15,220.9,110,18.78,196.9,116,8.86,13.3,7,3.59,3,False,34.07013216926928,-84.60833238479313
2057,NY,9,415,398-8588,no,yes,16,88.5,87,15.05,178.8,108,15.2,228.7,96,10.29,11.5,3,3.11,2,False,34.029690192121016,-84.53645468186718
2058,CT,97,415,374-7285,no,no,0,215.3,58,36.6,242.4,91,20.6,279.8,105,12.59,12.1,9,3.27,0,False,34.04857664323658,-84.56818624977474
2059,KS,94,408,379-7215,no,no,0,269.2,104,45.76,193.8,144,16.47,257.6,61,11.59,8.9,2,2.4,3,True,33.85070944880694,-84.75060802107323
2060,MI,127,510,357-7875,no,yes,25,203.8,118,34.65,267.1,48,22.7,225.1,105,10.13,7.3,5,1.97,0,False,34.06158792825122,-84.58487989500081
2061,SD,125,510,393-9677,no,yes,34,268.4,112,45.63,222.2,108,18.89,117.6,102,5.29,10.3,3,2.78,0,False,34.06601257975825,-84.60624819216703
2062,ME,140,415,345-9598,no,no,0,159.1,104,27.05,269.8,106,22.93,220.4,116,9.92,10.3,4,2.78,1,False,34.04406521675904,-84.55101636840696
2063,MD,90,415,353-3203,no,no,0,114.4,122,19.45,127.7,154,10.85,253.1,109,11.39,10.1,5,2.73,2,False,34.04386364748651,-84.60743377758187
2064,VA,67,415,330-7486,no,no,0,138.9,65,23.61,208.9,109,17.76,232.4,82,10.46,9.2,3,2.48,2,False,34.023998300887165,-84.5663861486947
2065,NJ,113,415,397-6425,no,no,0,186.0,55,31.62,237.4,105,20.18,148.1,83,6.66,12.2,6,3.29,1,False,34.04349094182865,-84.55765052549165
2066,TN,121,510,338-1815,no,yes,26,170.4,91,28.97,254.5,90,21.63,219.6,122,9.88,15.1,5,4.08,0,False,34.052973187357594,-84.55061343717315
2067,DC,93,408,406-5023,no,no,0,164.5,95,27.97,230.9,87,19.63,149.9,91,6.75,9.9,3,2.67,4,False,34.053114123738034,-84.60010415944389
2068,DC,121,408,368-2458,no,no,0,168.6,121,28.66,168.6,94,14.33,95.3,59,4.29,12.3,4,3.32,1,False,34.05379091542585,-84.53474449123914
2069,OR,53,408,400-8375,no,no,0,261.2,119,44.4,250.8,105,21.32,176.0,112,7.92,9.8,2,2.65,0,True,33.864024541119925,-84.74291277420394
2070,RI,75,415,387-8201,no,no,0,190.5,91,32.39,178.4,75,15.16,162.4,113,7.31,13.1,5,3.54,1,False,34.028794278444,-84.57254832720244
2071,AK,132,510,346-4360,no,no,0,181.1,121,30.79,314.4,109,26.72,246.7,81,11.1,4.2,9,1.13,2,False,34.033439012229366,-84.57793120274522
2072,WI,162,408,412-8811,no,no,0,177.1,131,30.11,114.7,122,9.75,153.6,88,6.91,6.5,6,1.76,3,False,34.03523737871902,-84.6268149369465
2073,IN,140,415,413-3990,no,no,0,160.5,114,27.29,240.5,103,20.44,233.5,121,10.51,11.3,4,3.05,1,False,34.06029604273796,-84.55702473052916
2074,MI,91,408,345-2448,no,no,0,134.7,116,22.9,295.3,98,25.1,195.5,121,8.8,6.6,5,1.78,2,False,34.03325029632321,-84.61045174437564
2075,ID,73,510,394-4512,no,yes,28,198.2,107,33.69,139.1,123,11.82,199.1,139,8.96,8.8,1,2.38,2,False,34.05541391529909,-84.57260544324488
2076,NH,95,408,400-8538,yes,no,0,228.9,134,38.91,255.7,71,21.73,208.0,120,9.36,10.1,2,2.73,4,True,33.87570819522764,-84.73231008159141
2077,MN,145,408,412-8769,no,no,0,241.7,137,41.09,135.8,100,11.54,277.6,123,12.49,13.1,3,3.54,0,False,34.035133017532026,-84.55499095961643
2078,AZ,100,415,390-1552,no,no,0,131.1,108,22.29,176.2,81,14.98,89.7,81,4.04,4.3,4,1.16,1,False,34.047918386764955,-84.61724306765622
2079,MN,122,415,389-2477,no,no,0,234.1,101,39.8,200.2,121,17.02,237.4,89,10.68,13.1,9,3.54,2,False,34.030361096318146,-84.60702649477821
2080,MO,109,415,389-4695,no,no,0,200.1,72,34.02,300.9,120,25.58,236.0,68,10.62,11.9,5,3.21,0,False,34.07324286627264,-84.56606195291033
2081,AL,82,408,406-8037,no,no,0,154.0,107,26.18,94.4,114,8.02,287.6,95,12.94,10.1,7,2.73,1,False,34.03707712500531,-84.55910917802093
2082,PA,65,415,382-9138,no,yes,23,224.2,106,38.11,189.6,100,16.12,222.8,75,10.03,9.8,4,2.65,0,False,34.04469530636678,-84.60633752496462
2083,AK,52,510,414-7942,no,no,0,148.3,83,25.21,181.6,79,15.44,155.6,104,7.0,8.3,6,2.24,3,False,34.04642216723005,-84.54788459221629
2084,MS,136,415,348-7071,no,yes,24,174.6,76,29.68,176.6,114,15.01,214.4,91,9.65,8.8,5,2.38,2,False,34.05829836618855,-84.5448033523483
2085,IA,75,415,404-2942,no,no,0,138.5,110,23.55,153.2,86,13.02,215.6,103,9.7,11.1,7,3.0,1,False,34.05094373762687,-84.61434001441343
2086,WY,146,408,348-3581,no,no,0,109.0,69,18.53,265.8,98,22.59,228.3,80,10.27,12.6,2,3.4,1,False,34.03101337099871,-84.56240944563227
2087,NE,105,408,327-6764,no,no,0,162.3,99,27.59,212.5,95,18.06,214.7,114,9.66,11.1,8,3.0,4,False,34.06299283205272,-84.6070337503182
2088,ND,48,415,405-2831,no,no,0,210.8,84,35.84,189.6,98,16.12,157.6,99,7.09,16.4,3,4.43,2,False,34.05121702135026,-84.59201459998788
2089,CT,45,415,416-4351,no,no,0,142.4,107,24.21,318.7,78,27.09,224.1,108,10.08,11.1,7,3.0,1,False,34.06230826168116,-84.61104362425395
2090,NC,106,415,419-3196,no,yes,37,223.5,104,38.0,235.1,99,19.98,140.1,90,6.3,10.6,5,2.86,2,False,34.03836370181655,-84.58930613780468
2091,CT,33,510,411-6211,no,no,0,182.5,65,31.03,232.1,96,19.73,149.2,82,6.71,7.5,2,2.03,2,False,34.039225630641006,-84.57465409385058
2092,ND,68,408,391-8369,no,no,0,219.6,97,37.33,141.1,144,11.99,205.7,101,9.26,10.8,4,2.92,2,False,34.03658235122001,-84.57246502214146
2093,WA,106,408,416-4464,no,no,0,193.6,66,32.91,238.2,82,20.25,176.4,107,7.94,12.9,3,3.48,0,False,34.036220099120634,-84.57450736536757
2094,NV,141,415,347-1814,no,no,0,192.4,111,32.71,156.9,87,13.34,175.8,82,7.91,11.0,6,2.97,0,False,34.01479469382594,-84.57184932481704
2095,CO,98,408,386-7337,no,no,0,236.2,122,40.15,189.4,110,16.1,153.6,104,6.91,13.3,4,3.59,0,False,34.045606359179594,-84.58267413139482
2096,KS,94,510,375-8505,no,yes,28,233.2,88,39.64,113.3,102,9.63,118.0,71,5.31,16.1,4,4.35,0,False,34.03842594987023,-84.57793880466977
2097,CO,65,510,407-5056,no,no,0,158.8,53,27.0,188.5,132,16.02,189.3,87,8.52,9.8,4,2.65,2,False,34.021763381235225,-84.55454239183595
2098,MO,85,415,367-8924,no,no,0,126.1,112,21.44,274.7,126,23.35,184.4,95,8.3,9.8,4,2.65,1,False,34.018484880356056,-84.6158280362858
2099,MA,71,510,419-5171,no,no,0,290.4,108,49.37,253.9,92,21.58,263.3,126,11.85,10.1,5,2.73,3,True,33.906055053547504,-84.72734483103034
2100,NY,112,408,396-7687,no,yes,30,60.6,113,10.3,165.9,96,14.1,132.8,99,5.98,13.3,7,3.59,0,False,34.036044428150745,-84.60828156710356
2101,AK,110,415,394-4548,no,no,0,148.4,95,25.23,193.8,98,16.47,206.0,106,9.27,6.9,6,1.86,0,False,34.03006902806747,-84.56740670559785
2102,WI,111,415,382-6438,no,no,0,246.5,108,41.91,216.3,89,18.39,179.6,99,8.08,12.7,3,3.43,2,False,34.03375688247618,-84.5927979741986
2103,NH,74,408,413-2194,no,no,0,298.1,112,50.68,201.3,100,17.11,214.7,88,9.66,9.7,4,2.62,2,True,33.88094721376142,-84.75542458277181
2104,TN,105,510,366-2622,no,no,0,119.3,82,20.28,185.1,111,15.73,157.0,74,7.07,10.9,4,2.94,2,False,34.06447050424332,-84.5767417831337
2105,NY,40,408,416-7591,no,no,0,242.5,82,41.23,232.9,97,19.8,154.0,86,6.93,9.6,7,2.59,0,False,34.04437285365856,-84.62464611787995
2106,GA,128,408,355-2634,yes,yes,18,222.1,89,37.76,160.6,109,13.65,218.8,102,9.85,13.6,2,3.67,0,True,33.870683152823645,-84.74967954210467
2107,MN,123,408,422-5350,no,no,0,236.2,135,40.15,273.9,88,23.28,227.0,77,10.22,10.1,6,2.73,2,True,33.88688991373519,-84.72139683418239
2108,MI,122,510,329-2388,no,no,0,144.2,87,24.51,212.2,74,18.04,169.3,87,7.62,9.5,4,2.57,0,False,34.033522003635035,-84.5678304898886
2109,ID,114,408,381-5273,no,yes,19,154.6,100,26.28,241.6,109,20.54,160.0,112,7.2,12.6,1,3.4,3,False,34.0391991083643,-84.59571622433909
2110,CT,102,415,421-6694,no,yes,25,137.4,100,23.36,176.7,83,15.02,188.2,93,8.47,10.2,6,2.75,2,False,34.020254000271485,-84.60192162449064
2111,NC,126,415,342-1702,no,no,0,103.7,93,17.63,127.0,107,10.8,329.3,66,14.82,14.4,1,3.89,0,False,34.02182244157118,-84.54078882407268
2112,LA,150,415,381-4029,no,no,0,136.6,112,23.22,209.4,81,17.8,161.1,78,7.25,12.2,2,3.29,4,True,33.889127283090325,-84.77061886575949
2113,NJ,60,408,335-2967,no,no,0,289.8,101,49.27,255.6,115,21.73,242.8,76,10.93,11.7,4,3.16,2,True,33.86654676328149,-84.76674364535302
2114,TX,123,408,416-6594,no,no,0,260.9,85,44.35,168.5,103,14.32,178.3,91,8.02,13.3,5,3.59,3,False,34.03701350754413,-84.55718513591727
2115,CA,138,510,388-6026,yes,no,0,196.2,129,33.35,176.5,86,15.0,232.4,108,10.46,15.2,1,4.1,0,True,33.89008932384456,-84.7498707164073
2116,MD,29,510,367-1024,no,no,0,195.6,71,33.25,126.4,74,10.74,148.6,87,6.69,14.2,4,3.83,1,False,34.013699601727204,-84.56703663020636
2117,WY,111,415,386-7118,no,no,0,222.2,96,37.77,162.5,111,13.81,184.9,120,8.32,11.9,7,3.21,4,False,34.05136405154642,-84.59833329661666
2118,TX,37,510,346-2020,yes,no,0,172.9,119,29.39,183.0,86,15.56,226.4,100,10.19,9.8,1,2.65,0,True,33.89070012686699,-84.77062494749687
2119,CA,111,408,329-9067,no,no,0,249.8,109,42.47,242.4,106,20.6,231.8,78,10.43,11.6,4,3.13,0,True,33.8778638194569,-84.75145416955989
2120,UT,81,510,329-6144,no,no,0,154.5,84,26.27,216.2,91,18.38,229.8,82,10.34,13.7,3,3.7,1,False,34.07280728870975,-84.54778483662955
2121,WA,46,510,332-1502,no,no,0,90.4,108,15.37,276.2,77,23.48,146.5,111,6.59,12.7,2,3.43,1,False,34.04632794608184,-84.60270455873767
2122,MS,69,510,342-8320,no,yes,27,268.8,78,45.7,246.6,89,20.96,271.9,102,12.24,16.4,3,4.43,0,False,34.04876479272373,-84.5727829131628
2123,OH,125,408,411-5748,no,no,0,106.1,95,18.04,157.6,113,13.4,192.5,69,8.66,8.1,3,2.19,1,False,34.027409192285745,-84.63158898995405
2124,KS,43,415,381-9367,no,no,0,27.0,117,4.59,160.9,97,13.68,279.5,96,12.58,10.7,3,2.89,3,False,34.05339931136828,-84.62504500613467
2125,RI,127,415,400-1280,no,yes,27,140.1,59,23.82,223.4,111,18.99,257.9,73,11.61,3.8,10,1.03,1,False,34.03788905378013,-84.55896736646346
2126,IN,94,510,360-5794,no,no,0,245.0,112,41.65,180.4,91,15.33,262.9,105,11.83,9.7,6,2.62,1,False,34.02880028932752,-84.55113230465386
2127,VT,46,408,373-3538,no,no,0,196.7,85,33.44,205.9,74,17.5,216.6,112,9.75,11.2,5,3.02,3,False,34.03677837748647,-84.57498503732978
2128,MT,73,408,394-9942,no,yes,26,131.2,98,22.3,106.5,97,9.05,221.7,96,9.98,10.2,6,2.75,2,False,34.03140993887345,-84.59107158983979
2129,CT,146,408,380-3329,no,yes,23,149.6,96,25.43,239.8,124,20.38,293.5,135,13.21,7.4,4,2.0,2,False,34.0588145062833,-84.54784381821786
2130,NM,93,415,334-7618,no,no,0,239.8,70,40.77,251.8,99,21.4,168.6,112,7.59,10.9,10,2.94,1,False,34.06675658956774,-84.55472735828478
2131,OH,52,408,327-9289,no,yes,31,142.1,77,24.16,193.0,97,16.41,253.4,88,11.4,11.0,4,2.97,1,False,34.04814085317223,-84.57466522834655
2132,GA,202,510,351-2589,no,no,0,115.4,137,19.62,178.7,70,15.19,185.7,113,8.36,6.0,3,1.62,3,False,34.07051687230929,-84.62111644342518
2133,MN,129,510,368-6892,no,yes,31,193.0,99,32.81,224.8,87,19.11,197.6,91,8.89,10.3,8,2.78,2,False,34.038551223120805,-84.56221686446662
2134,CT,94,415,337-9303,no,no,0,206.1,49,35.04,224.6,115,19.09,256.7,74,11.55,13.0,1,3.51,1,False,34.05259877514551,-84.59570278889913
2135,AL,100,415,377-5258,no,no,0,160.3,138,27.25,221.3,92,18.81,150.4,120,6.77,11.2,2,3.02,0,False,34.048540928570745,-84.62145544862616
2136,WV,43,415,348-5767,no,no,0,199.9,108,33.98,288.4,80,24.51,180.6,103,8.13,11.3,7,3.05,1,False,34.06770199365438,-84.62103208526558
2137,NH,130,415,373-3549,no,no,0,213.1,105,36.23,206.2,108,17.53,163.4,93,7.35,8.9,3,2.4,0,False,34.046459299066875,-84.5448001772249
2138,WY,124,415,422-8344,no,no,0,178.3,102,30.31,235.0,120,19.98,239.7,119,10.79,10.9,1,2.94,3,False,34.04264521373252,-84.60214059136524
2139,VA,92,510,411-2958,yes,no,0,252.3,120,42.89,207.0,112,17.6,284.6,95,12.81,12.0,5,3.24,3,True,33.86750118631711,-84.7644555641208
2140,VT,48,415,384-2908,no,no,0,197.7,64,33.61,136.7,126,11.62,244.4,81,11.0,13.2,5,3.56,4,False,34.03169123110569,-84.59470363733257
2141,OH,98,510,347-6393,no,yes,29,111.1,105,18.89,217.9,101,18.52,248.1,108,11.16,6.6,3,1.78,2,False,34.05626536678809,-84.60570083063136
2142,MT,100,415,385-7148,no,no,0,96.5,86,16.41,210.2,133,17.87,146.4,106,6.59,12.5,3,3.38,1,True,33.893998037915544,-84.77812419616335
2143,MA,79,415,419-2767,no,no,0,156.9,109,26.67,122.2,87,10.39,189.1,103,8.51,11.3,5,3.05,3,False,34.05358491509597,-84.60414865997433
2144,VA,164,415,375-1746,no,no,0,123.3,78,20.96,170.0,85,14.45,165.9,78,7.47,12.7,2,3.43,1,False,34.02606602556244,-84.59191752132072
2145,NM,105,415,362-7870,no,no,0,193.7,108,32.93,183.2,124,15.57,293.7,72,13.22,10.8,5,2.92,1,False,34.03569323120217,-84.62118772210361
2146,AR,89,408,410-3725,yes,no,0,206.9,134,35.17,167.7,105,14.25,155.7,86,7.01,10.9,4,2.94,0,False,34.04690825179175,-84.5924413074135
2147,NE,126,415,387-1535,no,no,0,249.8,96,42.47,261.9,92,22.26,166.8,108,7.51,12.7,4,3.43,3,True,33.87636734321782,-84.71945236587398
2148,WY,96,408,329-2045,no,no,0,144.0,102,24.48,224.7,73,19.1,227.7,91,10.25,10.0,7,2.7,1,False,34.04826771234274,-84.6041490844483
2149,IA,120,415,341-6743,no,yes,33,299.5,83,50.92,163.4,84,13.89,146.7,88,6.6,11.6,5,3.13,0,False,34.03478704346498,-84.59960966746708
2150,SC,212,415,336-8343,no,no,0,226.0,127,38.42,304.6,83,25.89,181.2,132,8.15,12.6,4,3.4,2,True,33.90275364667299,-84.72065462023009
2151,NC,72,415,368-5758,no,no,0,137.6,106,23.39,143.5,94,12.2,273.7,110,12.32,9.6,6,2.59,2,False,34.05202226838912,-84.57117685369332
2152,HI,155,415,346-8362,yes,yes,26,211.7,121,35.99,139.2,123,11.83,146.7,89,6.6,11.1,3,3.0,1,False,34.03763794045929,-84.55400887749143
2153,UT,89,415,345-9690,no,no,0,89.7,80,15.25,179.8,81,15.28,145.7,120,6.56,9.5,4,2.57,2,False,34.01185887721576,-84.55960201092147
2154,WY,126,408,339-9798,yes,no,0,197.6,126,33.59,246.5,112,20.95,285.3,104,12.84,12.5,8,3.38,2,False,34.03633417897124,-84.55563759992799
2155,AL,172,408,359-5731,no,no,0,270.0,102,45.9,256.6,111,21.81,168.5,104,7.58,12.0,5,3.24,2,True,33.87900101777526,-84.72868594603132
2156,VA,75,415,373-2091,no,no,0,224.7,116,38.2,192.0,79,16.32,212.2,98,9.55,11.3,11,3.05,3,False,34.024766815858946,-84.5884498193369
2157,WI,143,510,367-3439,no,no,0,194.3,99,33.03,123.6,133,10.51,229.5,99,10.33,10.2,2,2.75,2,False,34.05640345348986,-84.58248029825658
2158,FL,166,510,367-1681,yes,no,0,47.7,89,8.11,264.4,95,22.47,235.2,97,10.58,13.2,3,3.56,0,True,33.884296927474175,-84.71254010123076
2159,KS,132,415,420-9973,no,no,0,190.1,105,32.32,182.2,116,15.49,279.8,105,12.59,13.0,2,3.51,1,False,34.03996395053048,-84.58056128666884
2160,NV,94,408,351-4025,yes,no,0,89.5,94,15.22,339.9,106,28.89,172.9,76,7.78,7.9,1,2.13,1,True,33.906456627968986,-84.74171944220137
2161,NY,99,415,393-5897,no,no,0,182.6,83,31.04,154.5,111,13.13,196.0,57,8.82,12.1,5,3.27,0,False,34.03631280054038,-84.62044697613008
2162,VA,136,415,384-7216,no,yes,35,205.5,86,34.94,298.5,119,25.37,214.2,104,9.64,6.9,4,1.86,1,False,34.05669074596193,-84.61591666146835
2163,KS,119,415,384-4595,no,no,0,231.5,82,39.36,266.9,97,22.69,211.0,118,9.49,7.4,10,2.0,1,False,34.04107214442286,-84.58498362151282
2164,NC,115,510,329-9667,yes,no,0,251.3,69,42.72,252.5,96,21.46,118.3,112,5.32,9.9,1,2.67,3,True,33.891998267877575,-84.74910501174094
2165,MO,160,415,347-5063,no,no,0,171.2,103,29.1,243.5,121,20.7,178.2,92,8.02,13.0,3,3.51,2,False,34.03695176923741,-84.54728883677456
2166,ND,166,510,345-8433,no,no,0,197.9,89,33.64,251.0,113,21.34,138.3,85,6.22,11.2,2,3.02,2,False,34.05028435573895,-84.63337542864336
2167,CA,120,510,339-7602,no,no,0,134.8,94,22.92,204.1,106,17.35,238.4,109,10.73,6.7,8,1.81,1,False,34.034073500782554,-84.6162969757886
2168,WV,173,415,332-1109,no,no,0,191.4,114,32.54,168.5,138,14.32,109.3,99,4.92,10.3,3,2.78,1,False,34.02170929243398,-84.57674163713422
2169,IL,156,415,343-3296,no,no,0,174.5,65,29.67,197.4,116,16.78,238.5,86,10.73,10.6,2,2.86,0,False,34.02892120185227,-84.54032841361195
2170,NY,70,415,366-2536,no,no,0,177.4,125,30.16,226.2,104,19.23,254.1,72,11.43,10.9,4,2.94,0,False,34.04572510651907,-84.55927386569867
2171,NV,41,510,355-2293,no,no,0,182.1,89,30.96,211.5,104,17.98,207.4,124,9.33,6.8,1,1.84,1,False,34.05641661729512,-84.58137773961971
2172,AL,132,408,350-9318,no,no,0,222.4,85,37.81,165.4,76,14.06,208.4,97,9.38,11.2,4,3.02,0,False,34.04399808754429,-84.57789916849349
2173,KS,47,510,418-5300,yes,no,0,47.8,120,8.13,178.9,123,15.21,152.6,96,6.87,13.3,7,3.59,0,True,33.90235366786553,-84.72554870895415
2174,ND,160,510,395-2626,no,no,0,121.8,97,20.71,89.3,97,7.59,150.7,92,6.78,10.3,5,2.78,1,False,34.014795658554384,-84.56397905925385
2175,OK,180,415,402-7372,no,no,0,143.5,121,24.4,189.3,111,16.09,174.9,82,7.87,8.8,5,2.38,3,False,34.045084848781165,-84.57421700953887
2176,UT,93,415,337-9710,no,no,0,164.9,68,28.03,210.4,86,17.88,229.4,104,10.32,7.8,4,2.11,2,False,34.054456410620254,-84.5553299752553
2177,OH,109,415,363-4967,no,no,0,193.6,58,32.91,148.7,115,12.64,282.5,105,12.71,13.1,1,3.54,2,False,34.023360789061,-84.58845481369228
2178,WY,80,510,400-5389,no,no,0,101.1,121,17.19,263.2,110,22.37,137.7,74,6.2,7.3,5,1.97,0,False,34.05137558456014,-84.58931724572439
2179,NM,54,415,416-9162,no,yes,24,92.3,88,15.69,193.1,98,16.41,99.3,119,4.47,11.6,3,3.13,2,False,34.06920853313924,-84.58634972884335
2180,AL,121,415,414-6541,no,no,0,168.9,128,28.71,123.9,99,10.53,266.3,105,11.98,2.9,7,0.78,2,False,34.041404914763646,-84.547633502603
2181,DC,157,510,392-6647,no,yes,29,219.2,102,37.26,206.0,109,17.51,192.4,117,8.66,15.0,5,4.05,1,False,34.02548383281559,-84.62606634097114
2182,ID,170,510,343-2465,no,yes,37,178.1,130,30.28,242.8,103,20.64,243.0,93,10.93,13.0,4,3.51,0,False,34.05110329238215,-84.564267738894
2183,AR,138,510,338-9171,no,no,0,146.5,101,24.91,284.5,142,24.18,176.0,98,7.92,14.0,6,3.78,3,False,34.032664964648106,-84.5939030743509
2184,ID,92,415,405-4606,no,yes,31,172.3,116,29.29,266.2,91,22.63,228.2,90,10.27,11.8,5,3.19,1,False,34.071256732976885,-84.54318313947611
2185,TX,126,415,386-9711,no,no,0,190.9,143,32.45,149.7,72,12.72,191.4,87,8.61,13.0,3,3.51,1,False,34.03463998476141,-84.5820085016115
2186,NM,41,415,327-8495,no,no,0,232.1,74,39.46,327.1,88,27.8,226.5,119,10.19,10.9,2,2.94,3,True,33.90348738807551,-84.75430283581287
2187,WA,167,415,416-5660,no,no,0,169.2,124,28.76,173.3,108,14.73,216.5,64,9.74,12.4,4,3.35,4,True,33.878498976008046,-84.74523294533408
2188,UT,91,510,370-3032,no,no,0,123.8,107,21.05,319.0,125,27.12,237.6,78,10.69,7.3,4,1.97,2,False,34.051370403137604,-84.53376249596555
2189,RI,127,510,331-8462,no,no,0,96.0,117,16.32,177.0,68,15.05,162.2,127,7.3,9.7,4,2.62,3,False,34.0419011516217,-84.58061090520992
2190,NC,88,408,414-4037,no,yes,27,93.4,106,15.88,252.0,92,21.42,189.0,104,8.5,10.9,1,2.94,1,False,34.056147716122,-84.5495902634878
2191,RI,113,415,415-2865,no,no,0,90.6,130,15.4,170.6,100,14.5,137.4,74,6.18,5.4,9,1.46,1,False,34.03489317449436,-84.61583592464949
2192,NY,78,510,362-2353,no,no,0,152.9,81,25.99,256.6,82,21.81,173.6,112,7.81,5.3,6,1.43,2,False,34.04004447545814,-84.58337982665186
2193,TX,123,408,329-5114,no,no,0,257.9,92,43.84,211.6,71,17.99,189.3,104,8.52,9.4,2,2.54,2,False,34.065358460848955,-84.55580025394946
2194,DE,136,408,351-1389,yes,yes,29,85.2,98,14.48,230.4,85,19.58,243.6,104,10.96,9.0,3,2.43,2,False,34.03504827352137,-84.61282107782453
2195,MS,68,415,375-3668,no,yes,34,160.0,72,27.2,184.5,119,15.68,208.3,101,9.37,6.1,10,1.65,1,False,34.026131517088345,-84.55614849939059
2196,OH,132,415,375-5414,no,yes,10,182.9,54,31.09,292.4,68,24.85,142.3,116,6.4,11.5,4,3.11,0,False,34.07250552288614,-84.56073913268557
